TF,Target,Label
7162,10003,1
5129,9811,1
11724,7914,1
8247,5460,1
7162,4531,1
6107,1241,1
6107,4741,1
5129,788,1
11724,2121,1
5129,5230,1
5129,7972,1
6107,4488,1
5129,7888,1
11724,11857,1
6107,3558,1
421,2329,1
5129,5552,1
6107,2616,1
6107,5867,1
5129,10686,1
6107,6383,1
8247,6490,1
6107,7200,1
5129,8072,1
8298,11020,1
8298,7737,1
8298,11532,1
11724,3922,1
6107,11300,1
8247,4785,1
8298,7496,1
8247,1251,1
6107,866,1
8247,11133,1
5129,9824,1
5129,9297,1
6107,9995,1
6107,4549,1
5129,7671,1
6107,4965,1
5129,9742,1
11724,825,1
8298,6279,1
8247,7594,1
11724,3368,1
8247,7691,1
7162,7616,1
11724,5392,1
421,10937,1
11724,10,1
8247,879,1
8247,3280,1
6107,973,1
11724,5514,1
6107,4561,1
8247,8730,1
5129,3024,1
6107,1717,1
8298,2137,1
8247,3622,1
7162,10898,1
11724,5167,1
5129,9532,1
11724,1208,1
5129,1059,1
7162,2446,1
6107,2805,1
8298,9992,1
5129,5705,1
5129,5111,1
11724,11717,1
8298,11509,1
11724,817,1
8247,1716,1
7162,10263,1
11724,3364,1
6107,9692,1
8298,3115,1
8247,1173,1
421,6047,1
5129,6946,1
11724,256,1
5129,5241,1
421,8293,1
6107,5005,1
8298,7640,1
5129,9456,1
5129,5658,1
8247,2452,1
5129,7845,1
5129,2703,1
6107,5022,1
11724,5843,1
11724,4831,1
6107,7340,1
11724,5990,1
5129,7712,1
11724,5162,1
11724,8669,1
8247,5551,1
7162,4524,1
8298,4383,1
6107,1752,1
11724,3047,1
5129,3940,1
5129,11564,1
8247,767,1
7162,4501,1
421,830,1
11724,5141,1
7162,10503,1
6107,6914,1
8247,6130,1
6107,5497,1
421,1489,1
11724,5229,1
8247,3372,1
11724,3216,1
5129,7146,1
5129,6085,1
5129,2017,1
8298,7200,1
8247,5135,1
11724,2104,1
5129,10131,1
6107,5476,1
7162,10910,1
5129,653,1
6107,2630,1
5129,10044,1
8298,2710,1
11724,1842,1
5129,12184,1
8247,10748,1
8298,9854,1
8298,1201,1
11724,2096,1
8247,1791,1
5129,10958,1
5129,8609,1
5129,7209,1
5129,9423,1
8298,3805,1
8247,11866,1
5129,5130,1
5129,3165,1
5129,5051,1
8247,11854,1
421,5489,1
5129,5284,1
8298,9767,1
8247,8217,1
6107,2928,1
8247,2384,1
11724,8037,1
11724,8897,1
11724,601,1
8298,5482,1
5129,2775,1
5129,10177,1
8247,3855,1
8247,968,1
5129,10099,1
6107,12025,1
5129,1418,1
11724,525,1
11724,676,1
8298,6478,1
8247,2960,1
5129,2770,1
11724,7142,1
8298,9630,1
8298,1771,1
5129,1341,1
8298,8589,1
8247,1270,1
5129,5285,1
8298,11495,1
5129,6198,1
11724,230,1
8298,4531,1
5129,10605,1
8247,10244,1
11724,8103,1
11724,4619,1
11724,6814,1
5129,5694,1
5129,4347,1
8298,4385,1
5129,10171,1
8298,8492,1
5129,886,1
5129,4345,1
6107,4391,1
8247,11549,1
5129,6140,1
11724,2421,1
8247,4847,1
5129,12119,1
8247,1070,1
11724,11800,1
8247,11600,1
11724,10556,1
5129,11525,1
11724,8712,1
6107,4680,1
8247,10159,1
8298,1422,1
8247,9990,1
8247,6940,1
5129,8509,1
11724,5784,1
11724,2689,1
6107,12125,1
6107,11935,1
8298,6504,1
6107,263,1
8247,1877,1
6107,10687,1
11724,4936,1
11724,6542,1
8247,4535,1
5129,10555,1
8247,10178,1
5129,6789,1
8298,9756,1
6107,883,1
8247,7310,1
8298,1791,1
8247,7312,1
5129,2585,1
5129,11635,1
421,7869,1
8298,957,1
11724,4828,1
8247,10218,1
11724,10186,1
11724,12130,1
8247,3388,1
5129,2374,1
8247,8203,1
11724,6413,1
5129,42,1
5129,804,1
8298,4407,1
11724,4463,1
5129,9958,1
5129,3425,1
11724,7239,1
5129,4575,1
5129,7528,1
11724,2447,1
5129,10893,1
11724,5562,1
5129,1725,1
5129,1583,1
8247,2286,1
5129,8153,1
5129,460,1
6107,7441,1
6107,9402,1
6107,739,1
5129,6121,1
5129,4140,1
5129,6037,1
8298,3482,1
8298,3675,1
421,8856,1
6107,7877,1
11724,5106,1
8247,6554,1
8247,2680,1
5129,8738,1
5129,4767,1
8247,7305,1
11724,5110,1
6107,3374,1
11724,5408,1
8298,6802,1
5129,6964,1
5129,6171,1
11724,5212,1
8298,7662,1
8247,2453,1
6107,9591,1
5129,10010,1
5129,4939,1
8247,11340,1
5129,1901,1
8298,7107,1
421,5494,1
5129,8082,1
8298,10568,1
8247,10684,1
5129,6971,1
8247,4995,1
5129,11976,1
8298,4442,1
8247,9709,1
6107,1239,1
5129,10257,1
5129,3491,1
7162,8091,1
5129,3088,1
5129,9334,1
8247,3408,1
5129,11512,1
8247,10628,1
5129,6615,1
8247,3085,1
5129,185,1
11724,7932,1
11724,3152,1
8247,4533,1
5129,2789,1
11724,11446,1
421,10343,1
7162,4497,1
8298,8290,1
11724,449,1
8247,3511,1
8247,6778,1
8247,2908,1
6107,10235,1
11724,4795,1
8298,1953,1
8298,5705,1
6107,10662,1
11724,7431,1
8247,9714,1
7162,11030,1
11724,4531,1
11724,2415,1
8298,3164,1
8247,2266,1
8247,10787,1
6107,1387,1
6107,9855,1
8247,5718,1
8247,5539,1
5129,4562,1
5129,8862,1
8247,3546,1
8298,397,1
8247,609,1
8298,8711,1
8298,1111,1
8247,5981,1
5129,2618,1
8298,2668,1
8298,4033,1
5129,9863,1
11724,319,1
5129,3535,1
7162,8794,1
8298,1823,1
5129,7683,1
5129,9666,1
8298,269,1
5129,5786,1
5129,2965,1
6107,6138,1
5129,11590,1
8298,6765,1
8247,10316,1
6107,3634,1
6107,6504,1
5129,3693,1
5129,543,1
11724,7668,1
11724,3675,1
5129,5929,1
8247,2900,1
8247,8666,1
6107,11035,1
8298,6837,1
5129,6520,1
5129,6219,1
5129,7161,1
8298,6473,1
8247,10990,1
5129,1185,1
11724,8672,1
5129,2059,1
5129,4983,1
8247,10183,1
5129,5902,1
5129,12143,1
8247,4325,1
8298,9246,1
5129,4958,1
8298,11801,1
11724,8450,1
6107,4300,1
6107,362,1
5129,3552,1
8247,5609,1
11724,893,1
7162,6687,1
7162,1053,1
7162,10521,1
5129,6228,1
5129,5115,1
8298,9046,1
5129,2573,1
5129,5434,1
11724,10749,1
5129,667,1
7162,1147,1
8247,7967,1
5129,240,1
8247,1128,1
421,4041,1
5129,1585,1
6107,8663,1
11724,9032,1
5129,4219,1
8247,11561,1
8247,9834,1
5129,590,1
8247,2537,1
5129,6919,1
421,11285,1
8298,5144,1
8247,9578,1
8247,3820,1
8298,338,1
5129,4669,1
8247,5568,1
11724,11967,1
11724,1240,1
11724,5277,1
8247,11780,1
5129,6857,1
7162,858,1
7162,2906,1
8298,4048,1
5129,8472,1
11724,5686,1
8247,10717,1
8247,7549,1
8247,138,1
8247,11109,1
8298,11338,1
5129,4299,1
8247,11158,1
11724,4302,1
5129,9282,1
8247,10871,1
6107,1796,1
8247,1723,1
421,8857,1
8298,2006,1
5129,10400,1
8298,8440,1
11724,8831,1
8247,7411,1
8298,10497,1
5129,12025,1
7162,1138,1
6107,6130,1
11724,7622,1
11724,6264,1
5129,8304,1
8247,7877,1
421,2415,1
11724,9092,1
5129,6808,1
8247,8879,1
421,12151,1
6107,4681,1
5129,11519,1
6107,2737,1
5129,5825,1
6107,6434,1
5129,3184,1
5129,7441,1
421,9947,1
6107,1307,1
11724,6157,1
8247,10392,1
421,7086,1
8247,3263,1
8247,2270,1
421,9692,1
5129,4793,1
6107,1342,1
8247,2832,1
11724,2996,1
8298,10028,1
421,704,1
6107,10122,1
421,11391,1
5129,4461,1
11724,4224,1
11724,12035,1
8298,4556,1
8298,9064,1
8247,11685,1
8298,904,1
11724,7221,1
8298,6615,1
421,9601,1
6107,6273,1
8247,4636,1
8298,10813,1
8247,5080,1
5129,1782,1
8247,11467,1
8247,5054,1
5129,2810,1
5129,4984,1
8298,4347,1
8298,5889,1
5129,97,1
8247,5397,1
8247,5111,1
8247,176,1
8298,1991,1
5129,4914,1
8247,5274,1
6107,3826,1
5129,8098,1
5129,2045,1
5129,8123,1
5129,2268,1
8298,5632,1
5129,3594,1
7162,10026,1
6107,9040,1
11724,2274,1
8247,5394,1
8298,2041,1
5129,2474,1
8247,1837,1
11724,10610,1
5129,11582,1
5129,558,1
8298,3329,1
421,542,1
6107,11570,1
8298,3582,1
8247,2255,1
8298,5871,1
5129,421,1
8298,1177,1
8247,7024,1
5129,524,1
11724,11324,1
5129,6451,1
421,2835,1
8298,1803,1
6107,5051,1
421,10173,1
8298,8659,1
8298,507,1
8298,12020,1
5129,11743,1
8298,2891,1
5129,10852,1
5129,3225,1
8247,1120,1
11724,7741,1
8247,9869,1
8247,1604,1
6107,9983,1
6107,7616,1
5129,8650,1
11724,6288,1
5129,7509,1
8247,1355,1
11724,2471,1
5129,7326,1
7162,6765,1
5129,1580,1
5129,188,1
5129,10705,1
5129,10033,1
8247,4091,1
5129,9917,1
8298,8110,1
6107,6532,1
8247,8970,1
5129,8830,1
8298,1837,1
5129,563,1
5129,1368,1
5129,3958,1
6107,541,1
11724,4193,1
5129,4879,1
5129,12000,1
8298,2117,1
5129,8970,1
8298,4681,1
5129,7939,1
5129,1268,1
5129,492,1
7162,9421,1
5129,3901,1
8247,4655,1
5129,2189,1
6107,2419,1
8247,3488,1
6107,12007,1
5129,11994,1
6107,9204,1
5129,3788,1
8247,1990,1
5129,8113,1
8247,1671,1
6107,6146,1
5129,10186,1
5129,8368,1
8298,7904,1
6107,9626,1
11724,6293,1
5129,3784,1
5129,9727,1
7162,473,1
7162,10813,1
11724,403,1
8247,7717,1
5129,8047,1
8298,9973,1
8298,1514,1
8247,4320,1
8247,564,1
6107,9046,1
421,1767,1
8247,4960,1
6107,4619,1
8247,1710,1
8298,6648,1
11724,5290,1
8298,4300,1
8247,12189,1
421,1053,1
8298,1506,1
8298,3643,1
8247,11187,1
5129,10297,1
11724,7451,1
8298,3883,1
5129,7321,1
11724,5301,1
8298,7451,1
5129,9732,1
8298,6584,1
8247,6950,1
8247,6151,1
5129,2668,1
5129,5886,1
5129,7300,1
5129,8519,1
5129,11112,1
421,3630,1
8298,12198,1
8298,3962,1
5129,4814,1
11724,10892,1
5129,694,1
8298,552,1
6107,2785,1
5129,9692,1
7162,10930,1
5129,8652,1
8247,8676,1
421,2913,1
8298,8162,1
5129,10656,1
5129,7182,1
7162,3319,1
5129,1952,1
8298,4825,1
421,8153,1
7162,4399,1
7162,12048,1
8298,7176,1
11724,5668,1
11724,10226,1
5129,10671,1
6107,9616,1
5129,9230,1
11724,9191,1
8247,2239,1
8298,3588,1
8247,136,1
7162,6472,1
11724,9886,1
5129,567,1
8247,10493,1
6107,10348,1
5129,3759,1
6107,6305,1
11724,5086,1
11724,9630,1
8298,2451,1
5129,3582,1
5129,4612,1
8247,9374,1
5129,8115,1
5129,360,1
6107,2164,1
5129,10313,1
5129,10518,1
11724,6211,1
8247,3202,1
5129,11326,1
11724,9482,1
421,1740,1
8298,10021,1
5129,12156,1
8247,3778,1
5129,10370,1
8298,6472,1
7162,2680,1
11724,4122,1
5129,5137,1
8298,3806,1
8298,1576,1
5129,1877,1
5129,3002,1
5129,10448,1
5129,809,1
8247,1001,1
7162,10488,1
11724,2844,1
5129,10439,1
5129,11556,1
8247,10877,1
7162,5051,1
6107,8014,1
6107,11677,1
5129,10909,1
8247,4371,1
5129,10005,1
8298,820,1
8298,8105,1
11724,4614,1
421,499,1
8247,1519,1
8298,10148,1
5129,11340,1
421,9786,1
5129,4691,1
8247,2835,1
8298,6010,1
6107,5300,1
5129,2526,1
8247,7107,1
8247,4555,1
8298,7106,1
5129,11836,1
11724,11066,1
5129,3619,1
11724,197,1
6107,4815,1
8247,4004,1
6107,6359,1
5129,2184,1
11724,7819,1
8247,8859,1
8298,257,1
11724,11972,1
8247,6402,1
5129,12186,1
7162,432,1
8247,9319,1
8298,11624,1
6107,505,1
11724,7336,1
8247,431,1
7162,6048,1
5129,8251,1
421,10045,1
5129,8868,1
5129,4629,1
11724,1985,1
8247,7080,1
11724,10900,1
11724,4009,1
5129,7163,1
11724,7567,1
11724,3273,1
5129,8345,1
11724,12121,1
8247,2854,1
8247,6861,1
8247,9668,1
11724,7693,1
5129,10449,1
421,11530,1
6107,4427,1
5129,3551,1
8247,8058,1
5129,870,1
8247,3925,1
5129,10499,1
8247,7624,1
5129,10380,1
6107,11509,1
8247,7301,1
11724,12177,1
421,1982,1
5129,8387,1
8247,4073,1
8247,11084,1
8298,6914,1
7162,9739,1
5129,8001,1
6107,6030,1
8247,10342,1
6107,9992,1
5129,968,1
5129,6657,1
6107,10432,1
8247,2772,1
7162,2610,1
5129,6627,1
5129,3634,1
5129,3077,1
8298,10603,1
8247,9989,1
421,3117,1
6107,4677,1
8298,5702,1
8247,9129,1
8247,1926,1
421,8356,1
8247,4439,1
11724,7298,1
5129,4166,1
8247,1467,1
11724,2004,1
11724,6073,1
5129,11986,1
8247,6955,1
5129,7942,1
5129,1752,1
421,6540,1
5129,1143,1
11724,6552,1
5129,6323,1
5129,7579,1
7162,310,1
5129,11300,1
5129,10568,1
8298,8103,1
5129,11412,1
8247,4551,1
5129,1610,1
11724,1347,1
5129,10090,1
6107,3836,1
5129,6280,1
6107,11939,1
5129,3584,1
8298,5125,1
5129,3543,1
5129,11007,1
5129,9777,1
8298,10928,1
7162,5044,1
5129,10619,1
6107,11283,1
8247,8428,1
11724,2637,1
8247,10786,1
8247,10689,1
6107,10128,1
5129,5793,1
8298,2608,1
6107,1071,1
8298,5995,1
8247,7480,1
8247,8345,1
8247,3459,1
11724,3947,1
11724,3617,1
421,2364,1
5129,6374,1
6107,5463,1
7162,12198,1
8247,3918,1
5129,1564,1
8298,6072,1
11724,10655,1
7162,4939,1
5129,2866,1
8247,6248,1
7162,323,1
5129,7513,1
8247,5136,1
8298,10456,1
5129,3633,1
8298,10029,1
8298,11935,1
8247,9202,1
5129,9713,1
8247,11589,1
5129,1626,1
8298,2307,1
6107,876,1
8298,8138,1
8247,5986,1
11724,7602,1
8247,9528,1
6107,6825,1
5129,2721,1
8247,10363,1
8298,3397,1
11724,8121,1
8298,2171,1
8298,11826,1
7162,4947,1
8247,9460,1
5129,7632,1
5129,10936,1
7162,11987,1
8247,760,1
11724,7008,1
7162,5813,1
5129,2312,1
5129,8363,1
6107,11872,1
6107,10263,1
7162,2233,1
421,10589,1
5129,7617,1
8298,11166,1
8298,10181,1
5129,8983,1
5129,4764,1
8298,4725,1
6107,5590,1
8298,2908,1
6107,2585,1
6107,3071,1
6107,5539,1
5129,6745,1
7162,10557,1
5129,9607,1
8247,3928,1
5129,1624,1
8298,5322,1
421,9621,1
11724,1951,1
5129,6496,1
5129,8300,1
5129,1414,1
5129,9268,1
8247,5156,1
11724,8908,1
7162,3415,1
8247,5425,1
5129,319,1
11724,6576,1
5129,872,1
7162,8824,1
5129,545,1
8247,11521,1
7162,8772,1
8247,5407,1
8247,4694,1
8298,5738,1
8247,11012,1
6107,7624,1
6107,8287,1
8247,12007,1
11724,2273,1
5129,2517,1
8298,2836,1
5129,2448,1
5129,9817,1
5129,10621,1
11724,11222,1
421,2070,1
8298,295,1
8247,1080,1
8247,11499,1
11724,1740,1
11724,3742,1
11724,7411,1
8298,5451,1
6107,5234,1
8247,9157,1
8247,11075,1
7162,10302,1
11724,2235,1
5129,9801,1
8298,8345,1
8298,6305,1
6107,11472,1
8247,9728,1
5129,3913,1
11724,1322,1
5129,3037,1
8247,4994,1
5129,3478,1
8298,8276,1
8247,2120,1
8247,3730,1
8298,2928,1
8247,7880,1
8247,3427,1
11724,578,1
8298,5126,1
8247,321,1
8247,6086,1
421,5158,1
8298,10431,1
8247,2507,1
11724,6181,1
5129,3656,1
5129,5169,1
8298,826,1
6107,2233,1
6107,6483,1
5129,10858,1
11724,3455,1
11724,10615,1
5129,1526,1
421,10766,1
5129,8770,1
8298,10363,1
11724,4373,1
8247,5770,1
5129,8805,1
6107,9977,1
11724,4616,1
11724,9454,1
8247,10077,1
5129,669,1
5129,1496,1
6107,11989,1
8298,222,1
8247,166,1
421,159,1
6107,2888,1
421,6080,1
6107,1329,1
7162,8277,1
8298,2231,1
8298,3826,1
5129,8385,1
11724,2242,1
8247,7508,1
6107,5065,1
5129,9418,1
8247,5189,1
6107,10912,1
6107,8709,1
8247,7304,1
11724,536,1
11724,7497,1
11724,9166,1
8298,9652,1
421,7223,1
5129,1841,1
5129,4291,1
8298,2854,1
5129,7824,1
11724,5935,1
11724,8299,1
8298,12211,1
8247,11751,1
7162,3623,1
5129,6765,1
8298,3188,1
7162,4662,1
5129,11074,1
421,11987,1
5129,6292,1
7162,5205,1
5129,10070,1
11724,4090,1
8247,9046,1
5129,784,1
5129,7662,1
11724,5208,1
8298,6177,1
5129,6149,1
8298,3909,1
11724,11358,1
8298,11316,1
11724,9046,1
6107,4422,1
7162,8872,1
8247,992,1
5129,3210,1
11724,4303,1
6107,5835,1
11724,695,1
5129,7875,1
8298,9202,1
8247,1264,1
6107,5047,1
7162,10856,1
5129,2857,1
5129,1691,1
8247,11119,1
11724,10888,1
5129,10318,1
5129,9305,1
5129,9269,1
8298,1575,1
8298,5754,1
8247,11935,1
7162,5891,1
5129,9633,1
5129,10148,1
8247,7241,1
11724,3637,1
5129,2027,1
8298,11635,1
5129,8144,1
6107,10684,1
8298,1181,1
11724,9225,1
8298,9745,1
6107,7731,1
8247,10499,1
8298,10266,1
5129,5554,1
6107,12138,1
8298,3655,1
8298,1104,1
5129,3876,1
5129,9252,1
11724,8454,1
5129,947,1
11724,8881,1
6107,11351,1
8247,7520,1
7162,3924,1
5129,7172,1
421,11967,1
5129,5984,1
6107,10175,1
8247,3512,1
8247,2137,1
421,4955,1
5129,8427,1
5129,6990,1
5129,2704,1
5129,10062,1
11724,11518,1
8298,7293,1
11724,10526,1
6107,11495,1
8298,5286,1
421,2641,1
8247,10654,1
6107,948,1
8247,12013,1
7162,2565,1
8298,5002,1
11724,8167,1
5129,11044,1
6107,2451,1
8298,11941,1
8298,7900,1
8247,10452,1
5129,3477,1
421,8174,1
6107,11725,1
421,2906,1
8298,3079,1
421,4300,1
5129,11989,1
8247,9156,1
8247,801,1
5129,4256,1
8247,12186,1
11724,841,1
11724,1112,1
5129,8359,1
11724,2669,1
11724,7141,1
5129,11591,1
5129,1255,1
8247,1102,1
5129,1053,1
8247,1855,1
8247,2097,1
7162,10261,1
7162,3544,1
7162,1063,1
421,12075,1
8247,2480,1
11724,7911,1
5129,3417,1
5129,12087,1
5129,198,1
6107,3915,1
7162,883,1
11724,9728,1
8298,9096,1
8247,2167,1
8247,4594,1
5129,9505,1
8298,11007,1
8247,11030,1
5129,3735,1
8298,6128,1
8298,3642,1
5129,352,1
11724,6545,1
8247,9159,1
11724,3522,1
